TATN,D,200103,000000,776.7,2892452
TATN,D,200106,000000,776,4190556
TATN,D,200108,000000,788,2692274
TATN,D,200109,000000,806.7,2634882
TATN,D,200110,000000,801,1517004
TATN,D,200113,000000,806,1954614
TATN,D,200114,000000,811.6,2320206
TATN,D,200115,000000,807,2201486
TATN,D,200116,000000,808.9,1564126
TATN,D,200117,000000,809.6,1795151
TATN,D,200120,000000,830,2369268
TATN,D,200121,000000,825,1968311
TATN,D,200122,000000,818,1760099
TATN,D,200123,000000,800,2480483
TATN,D,200124,000000,795.7,1370270
TATN,D,200127,000000,779.8,1713179
TATN,D,200128,000000,779,1755492
TATN,D,200129,000000,780,1862039
TATN,D,200130,000000,777,1562510
TATN,D,200131,000000,761,2503425
TATN,D,200203,000000,751.6,3128202
TATN,D,200204,000000,764.3,3752348
TATN,D,200205,000000,765.3,3833552
TATN,D,200206,000000,762.9,2828985
TATN,D,200207,000000,752,2555111
TATN,D,200210,000000,741,2234346
TATN,D,200211,000000,753.7,2120328
TATN,D,200212,000000,768.2,4307727
TATN,D,200213,000000,763,2106726
TATN,D,200214,000000,763.1,1494851
TATN,D,200217,000000,766.1,1071063
TATN,D,200218,000000,750.8,1601368
TATN,D,200219,000000,765.4,1781203
TATN,D,200220,000000,764.1,1673986
TATN,D,200221,000000,755,1202126
TATN,D,200225,000000,721.4,3792136
TATN,D,200226,000000,724.3,4530000
TATN,D,200227,000000,691.6,3504680
TATN,D,200228,000000,671.6,7836680
TATN,D,200302,000000,667.9,5113326
TATN,D,200303,000000,682.7,4174883
TATN,D,200304,000000,695.3,3800457
TATN,D,200305,000000,696.2,2947756
TATN,D,200306,000000,658.5,4710951
TATN,D,200310,000000,530,10679932
TATN,D,200311,000000,527.7,5343942
TATN,D,200312,000000,469.8,7979329
TATN,D,200313,000000,458.7,9092530
TATN,D,200316,000000,442.3,7584880
TATN,D,200317,000000,422.1,7560727
TATN,D,200318,000000,385,8825786
TATN,D,200319,000000,455.9,10628981
TATN,D,200320,000000,515.6,13514396
TATN,D,200323,000000,503.8,8180350
TATN,D,200324,000000,561.2,8577553
TATN,D,200325,000000,562.2,9335936
TATN,D,200326,000000,560,4780144
TATN,D,200327,000000,530,5767580
TATN,D,200330,000000,521.8,4058999
TATN,D,200331,000000,552.6,5236762
TATN,D,200401,000000,544,4136058
TATN,D,200402,000000,585,8866403
TATN,D,200403,000000,600.6,7264037
TATN,D,200406,000000,608.9,3520132
TATN,D,200407,000000,583.6,7556395
TATN,D,200408,000000,598,4696236
TATN,D,200409,000000,606.2,7155806
TATN,D,200410,000000,601.4,1461746
TATN,D,200413,000000,587,2570632
TATN,D,200414,000000,554.6,6637204
TATN,D,200415,000000,510.6,9614924
TATN,D,200416,000000,510.4,11294022
TATN,D,200417,000000,516.4,6080833
TATN,D,200420,000000,488.4,10780923
TATN,D,200421,000000,476.7,11802059
TATN,D,200422,000000,514.4,12574555
TATN,D,200423,000000,532.2,8585684
TATN,D,200424,000000,521.9,5331498
TATN,D,200427,000000,516.7,3712606
TATN,D,200428,000000,529.8,5685625
TATN,D,200429,000000,558.6,6357056
TATN,D,200430,000000,550,9792126
TATN,D,200504,000000,544.9,4618688
TATN,D,200505,000000,551.6,3719368
