SNGS,D,200103,000000,51.375,30429000
SNGS,D,200106,000000,52.2,40121800
SNGS,D,200108,000000,52,39488100
SNGS,D,200109,000000,53.645,51914700
SNGS,D,200110,000000,54,56024900
SNGS,D,200113,000000,53.805,41243000
SNGS,D,200114,000000,53.9,36819400
SNGS,D,200115,000000,53.09,37836300
SNGS,D,200116,000000,53.07,29047600
SNGS,D,200117,000000,53.775,56374600
SNGS,D,200120,000000,54.17,31130100
SNGS,D,200121,000000,52.04,88567400
SNGS,D,200122,000000,49.5,125781500
SNGS,D,200123,000000,47.8,96230700
SNGS,D,200124,000000,48.08,61231800
SNGS,D,200127,000000,46.5,59207200
SNGS,D,200128,000000,47.395,91375300
SNGS,D,200129,000000,47.935,67205700
SNGS,D,200130,000000,47.9,39182200
SNGS,D,200131,000000,46.045,54053700
SNGS,D,200203,000000,44.455,89714200
SNGS,D,200204,000000,46.705,141541700
SNGS,D,200205,000000,46.875,158119400
SNGS,D,200206,000000,46.965,67523100
SNGS,D,200207,000000,46.125,62721800
SNGS,D,200210,000000,46.22,45755100
SNGS,D,200211,000000,47.725,83871300
SNGS,D,200212,000000,49,85242200
SNGS,D,200213,000000,48.31,47652900
SNGS,D,200214,000000,48.32,47970300
SNGS,D,200217,000000,48.625,25695700
SNGS,D,200218,000000,46.695,67461500
SNGS,D,200219,000000,47.46,35901700
SNGS,D,200220,000000,47.39,25872000
SNGS,D,200221,000000,46.755,38059000
SNGS,D,200225,000000,44.805,67005800
SNGS,D,200226,000000,44,101687400
SNGS,D,200227,000000,39.6,170166700
SNGS,D,200228,000000,38.435,195984600
SNGS,D,200302,000000,38.815,120955300
SNGS,D,200303,000000,39.05,81621500
SNGS,D,200304,000000,38.455,75155700
SNGS,D,200305,000000,37.76,82128600
SNGS,D,200306,000000,35.68,127822500
SNGS,D,200310,000000,30.835,204682200
SNGS,D,200311,000000,31.245,150578500
SNGS,D,200312,000000,29.4,149515700
SNGS,D,200313,000000,27.5,145908500
SNGS,D,200316,000000,26.045,160841300
SNGS,D,200317,000000,26.33,109347900
SNGS,D,200318,000000,24.835,126642500
SNGS,D,200319,000000,27,153884600
SNGS,D,200320,000000,26.86,139527900
SNGS,D,200323,000000,26.095,69651100
SNGS,D,200324,000000,28.25,78820800
SNGS,D,200325,000000,29.665,125698500
SNGS,D,200326,000000,32.25,316703700
SNGS,D,200327,000000,30.925,131490500
SNGS,D,200330,000000,31.7,108726900
SNGS,D,200331,000000,33.9,139094700
SNGS,D,200401,000000,35,157068500
SNGS,D,200402,000000,35.67,188715000
SNGS,D,200403,000000,36.385,211742300
SNGS,D,200406,000000,37.25,96148600
SNGS,D,200407,000000,37.2,98532600
SNGS,D,200408,000000,36.875,100693600
SNGS,D,200409,000000,37.52,108325200
SNGS,D,200410,000000,37.08,35613400
SNGS,D,200413,000000,36.01,39645300
SNGS,D,200414,000000,35.65,65378900
SNGS,D,200415,000000,33.75,89455400
SNGS,D,200416,000000,34.295,84075200
SNGS,D,200417,000000,34.36,48527000
SNGS,D,200420,000000,33.995,46795000
SNGS,D,200421,000000,33.55,93829600
SNGS,D,200422,000000,35.67,85243800
SNGS,D,200423,000000,35.885,71743100
SNGS,D,200424,000000,35.125,59669700
SNGS,D,200427,000000,35,37352000
SNGS,D,200428,000000,36.8,80256300
SNGS,D,200429,000000,37.435,54254800
SNGS,D,200430,000000,37.115,60183800
SNGS,D,200504,000000,36.41,39569500
SNGS,D,200505,000000,36.845,38064500
SNGS,D,200506,000000,35.72,66181400
SNGS,D,200507,000000,36.54,64553500
SNGS,D,200508,000000,37.2,38995700
SNGS,D,200512,000000,37.16,31447100
SNGS,D,200513,000000,36.445,38875400
SNGS,D,200514,000000,39.28,112245000
SNGS,D,200515,000000,40.145,184974200
SNGS,D,200518,000000,40.6,87771700
SNGS,D,200519,000000,40.04,64329800
SNGS,D,200520,000000,40.795,94735200
SNGS,D,200521,000000,39,80923200
SNGS,D,200522,000000,39.8,63792400
SNGS,D,200525,000000,41.825,61323700
SNGS,D,200526,000000,41.7,62895800
SNGS,D,200527,000000,40.685,75553300
SNGS,D,200528,000000,40.5,54905900
SNGS,D,200529,000000,39.61,75241000
SNGS,D,200601,000000,39.95,49552900
SNGS,D,200602,000000,40.225,82177000
SNGS,D,200603,000000,39.995,79826000
SNGS,D,200604,000000,39.99,38613800
SNGS,D,200605,000000,40.335,39059900
SNGS,D,200608,000000,40.305,65538200
SNGS,D,200609,000000,40.715,39728800
SNGS,D,200610,000000,41.1,42249200
SNGS,D,200611,000000,39.98,50431200
SNGS,D,200615,000000,39.375,53131500
SNGS,D,200616,000000,39.965,34789800
SNGS,D,200617,000000,39.205,35218600
