ALRS,D,200103,000000,85.33,9536510
ALRS,D,200106,000000,85.24,5735670
ALRS,D,200108,000000,85.45,7215820
ALRS,D,200109,000000,87.78,16402150
ALRS,D,200110,000000,89.3,14486440
ALRS,D,200113,000000,91.89,26269150
ALRS,D,200114,000000,90.02,19839920
ALRS,D,200115,000000,90.37,11325080
ALRS,D,200116,000000,88.96,15488120
ALRS,D,200117,000000,91.85,18425230
ALRS,D,200120,000000,90.99,14973220
ALRS,D,200121,000000,90.87,19346620
ALRS,D,200122,000000,91.49,22879320
ALRS,D,200123,000000,90.02,18688470
ALRS,D,200124,000000,90.49,10841830
ALRS,D,200127,000000,87,17243710
ALRS,D,200128,000000,85.53,29907220
ALRS,D,200129,000000,85.5,18368490
ALRS,D,200130,000000,82.82,25118590
ALRS,D,200131,000000,80.2,26072220
ALRS,D,200203,000000,81.45,16718320
ALRS,D,200204,000000,82.7,25762800
ALRS,D,200205,000000,84.39,26601610
ALRS,D,200206,000000,83.71,20110480
ALRS,D,200207,000000,84.53,11803780
ALRS,D,200210,000000,82.05,38935110
ALRS,D,200211,000000,82.18,19626890
ALRS,D,200212,000000,82.78,15051500
ALRS,D,200213,000000,81.47,10464380
ALRS,D,200214,000000,82.17,7384560
ALRS,D,200217,000000,82.19,5234690
ALRS,D,200218,000000,80.5,13549380
ALRS,D,200219,000000,81.25,11167090
ALRS,D,200220,000000,82.96,20795220
ALRS,D,200221,000000,83.2,9055920
ALRS,D,200225,000000,80.2,26034860
ALRS,D,200226,000000,79,32588830
ALRS,D,200227,000000,76.26,29023410
ALRS,D,200228,000000,71.39,70913560
ALRS,D,200302,000000,71.56,31208050
ALRS,D,200303,000000,70.82,19353270
ALRS,D,200304,000000,71.56,25760370
ALRS,D,200305,000000,71.65,10930180
ALRS,D,200306,000000,70.75,36013040
ALRS,D,200310,000000,68.61,57066490
ALRS,D,200311,000000,69.42,30059070
ALRS,D,200312,000000,63.55,45406760
ALRS,D,200313,000000,62.79,39754310
ALRS,D,200316,000000,59.95,42393620
ALRS,D,200317,000000,58.98,27455480
ALRS,D,200318,000000,54,55170230
ALRS,D,200319,000000,59.7,46357980
ALRS,D,200320,000000,57.3,49795480
ALRS,D,200323,000000,57.56,28428880
ALRS,D,200324,000000,58.37,41786700
ALRS,D,200325,000000,61.61,43963740
ALRS,D,200326,000000,60.46,28752030
ALRS,D,200327,000000,56.9,25124880
ALRS,D,200330,000000,58.72,23434040
ALRS,D,200331,000000,64.59,42404670
ALRS,D,200401,000000,63.43,31308200
ALRS,D,200402,000000,61.8,43512700
ALRS,D,200403,000000,61.59,27978290
ALRS,D,200406,000000,63.5,21369850
ALRS,D,200407,000000,65.8,34361360
ALRS,D,200408,000000,65.58,18359490
ALRS,D,200409,000000,67.33,27202610
ALRS,D,200410,000000,66.35,15974080
ALRS,D,200413,000000,64.75,15094550
ALRS,D,200414,000000,63.5,26280970
ALRS,D,200415,000000,59.9,31371790
ALRS,D,200416,000000,59.24,34288250
ALRS,D,200417,000000,60.78,26710340
ALRS,D,200420,000000,60.02,23756610
ALRS,D,200421,000000,60.28,24120120
ALRS,D,200422,000000,61.71,22174670
ALRS,D,200423,000000,62.87,24824480
ALRS,D,200424,000000,61.11,22817350
ALRS,D,200427,000000,61.76,13011120
ALRS,D,200428,000000,63.77,31653620
